function	055A	056A	068A	071A	077A	078A	091A	092A	098A	099A	100A	101A	217A	218A	219A	220A	223A	224A	225A	241A	242A	243A	244A	245A	246A	248A
EC:1.1.1.388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.4	5414.0	7514.0	11087.0	9285.0	820.0	1674.0	3948.0	9871.0	13879.0	14764.0	18091.0	11607.0	284.25	1573.25	636.0	4158.0	2206.0	306.0	2518.0	2795.0	1276.0	1200.0	324.0	1402.0	2522.0	1392.0
EC:1.1.1.40	5173.5	4971.17	204.67	232.42	100.42	1392.01	3972.66	3745.41	5059.31	5139.59	5522.77	5855.530000000001	4213.18	4040.24	4529.4	4454.0	3840.0	15894.83	2752.01	1521.7600000000002	20513.58	1785.5	14378.43	3299.15	5397.62	19065.92
EC:1.1.1.41	0.0	0.0	3.0	0.0	7.0	8.0	74.0	0.0	308.72	160.0	219.85	207.86	674.4999999999999	302.17	3.0	1354.17	10.0	0.0	14.0	103.0	83.0	984.0	325.5	72.0	12.0	0.0
EC:1.1.1.42	8771.6	11171.27	6588.17	5367.42	2832.19	2905.01	10580.56	10098.91	12256.31	12812.12	16399.34	12102.03	9780.53	25074.390000000003	8170.33	23473.85	8415.3	16461.05	13586.240000000002	15861.12	22878.33	18414.39	16252.99	10167.51	6879.34	24293.58
EC:1.1.1.43	0.0	0.0	117.0	163.0	46.0	195.67	51.0	15.0	45.0	6.0	13.0	17.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	2.5	0.0
EC:1.1.1.44	15476.27	16422.61	38335.57	39982.15	28078.68	24194.34	17113.9	23260.76	16548.48	23132.79	21104.67	22046.2	4248.080000000001	4795.81	6772.07	6888.07	14347.06	17679.300000000003	8256.67	7854.460000000001	23159.92	5427.32	17038.33	8434.08	10511.13	22894.78
EC:1.1.1.47	3342.17	4021.84	12065.7	13064.2	2440.66	2714.67	3927.84	6643.35	7341.17	7749.0	10015.5	6222.67	898.0	1353.75	2081.67	2409.0	2898.66	957.67	4455.66	3086.25	1330.34	2131.07	278.5	1584.33	2075.5	1175.66
EC:1.1.1.48	0.0	0.0	20.0	9.0	11.0	41.67	4.0	0.0	6.0	0.0	0.0	0.0	27.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
EC:1.1.1.49	15476.27	16422.61	38439.37	40127.95	28128.68	24420.01	17190.9	23275.76	16593.48	23138.79	21117.67	22063.2	3948.93	4602.16	6750.67	6852.87	14344.46	25864.300000000003	8200.869999999999	7854.210000000001	35106.92	5379.57	21621.33	8330.68	11050.63	35703.18
EC:1.1.1.51	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.53	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	130.0	187.5	81.0	60.0	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.56	0.0	0.0	0.0	0.0	0.0	2.67	0.0	0.0	308.72	145.0	219.85	207.86	48.33	47.83	5.75	0.0	0.0	0.0	5.67	0.0	0.0	0.0	1.5	0.0	0.0	0.0
EC:1.1.1.57	5057.0	6989.5	9.0	23.75	1027.25	32.67	5429.0	4223.75	5548.41	5412.75	7022.3	6398.08	3150.06	6054.54	5977.25	6661.35	5879.6	4029.25	5788.34	4551.75	3640.0	5221.57	1155.75	3268.75	1822.25	1936.75
EC:1.1.1.58	5161.0	7082.17	14.0	23.75	1027.25	40.0	6238.33	4297.08	5331.36	5400.42	7059.45	6290.889999999999	5354.179999999999	6453.79	6242.32	8870.77	7774.27	4592.33	6146.01	4609.92	4240.58	5845.74	5260.92	5666.48	5362.0	2181.75
EC:1.1.1.6	6130.6	5323.77	808.0	458.75	7947.02	788.5000000000001	8099.73	8074.58	5524.86	5470.95	6765.52	6231.389999999999	5907.66	8721.04	7798.85	7755.7	9856.170000000002	4830.88	7409.24	6281.28	4576.83	9349.96	2020.82	5146.9400000000005	3575.2200000000003	4740.58
EC:1.1.1.60	10322.0	9865.84	165.0	228.5	5983.17	393.67	8719.66	7653.66	10087.78	10303.17	11034.87	11710.06	2853.15	5209.88	8895.92	5277.44	5372.9400000000005	4146.66	5335.34	4064.5	4732.66	6467.7300000000005	1627.84	2947.32	4413.67	3941.5
EC:1.1.1.61	5057.0	4836.0	9.0	26.75	12.25	10.0	4074.5	4049.25	4597.25	4883.75	5192.75	5530.0	2102.25	2991.33	4980.75	2300.75	1956.5	2837.08	2575.5	1427.75	2499.5	3873.17	2253.09	1257.25	1459.25	1068.75
EC:1.1.1.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.67	0.0	0.0	137.0	172.0	57.0	232.0	51.0	15.0	51.0	6.0	13.0	17.0	37.0	81.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	2303.0	0.0	2.5	0.0
EC:1.1.1.69	937.27	2744.44	6472.0	8354.0	4226.76	2588.51	5287.74	4573.35	903.68	790.77	2911.3900000000003	1045.46	8307.380000000001	7691.56	4788.5	9950.68	11847.79	7114.39	10470.06	7437.37	5683.09	8419.39	7323.07	9771.93	4811.88	1566.83
EC:1.1.1.76	6140.0	7371.0	25313.0	26326.0	24820.0	19740.67	7982.0	15551.0	4379.72	10283.0	5594.85	10014.86	782.48	609.9	30.15	132.87	9368.6	2059.0	295.47	2690.0	1933.0	1413.0	3938.0	3866.4	3052.0	3513.6
EC:1.1.1.77	12064.27	14576.11	25302.0	26314.75	28651.18	22109.0	14389.070000000002	17119.43	9577.31	15823.95	13293.669999999998	16422.7	3009.85	6595.4	8033.77	7149.27	13253.13	7071.55	9829.399999999998	8057.28	6703.67	8037.710000000001	7678.57	6838.9400000000005	5333.72	3209.74
EC:1.1.1.79	5161.0	4928.67	160.0	202.75	69.25	280.01	3957.83	3727.58	5357.36	5281.42	5741.45	6063.389999999999	754.41	2063.66	4188.92	2042.92	1542.17	1975.08	2289.51	1303.42	1983.83	1422.67	412.42	846.58	1432.75	1137.92
EC:1.1.1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.81	5161.0	4928.67	306.0	385.75	138.25	542.01	4159.83	3862.58	5408.36	5302.42	5754.45	6080.389999999999	1535.74	2710.99	4490.67	2145.92	1662.17	2076.08	2419.1800000000003	1440.42	2043.83	2181.17	417.42	1015.58	1467.75	1388.42
EC:1.1.1.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.83	5122.0	4894.17	146.0	201.75	62.25	265.67	3927.33	3699.58	5009.89	5096.67	5481.85	5810.530000000001	496.66	1793.41	4129.92	2025.67	1545.17	1975.08	2274.51	1303.42	1983.83	1422.67	403.67	846.58	1434.75	1132.42
EC:1.1.1.85	8771.6	11181.27	6483.17	5226.42	8526.19	2828.34	11427.56	10184.91	12211.31	12821.12	16386.34	12085.03	13358.12	26790.640000000003	8722.83	27727.6	12673.3	19195.13	15435.240000000002	16523.62	24961.58	21125.39	21756.33	13468.510000000002	10478.59	24794.58
EC:1.1.1.86	8771.6	11181.27	6487.17	5226.42	2789.19	2714.34	11346.56	10083.91	12211.31	12821.12	16386.34	12085.03	11877.12	25459.31	8145.83	27016.77	10585.3	19049.13	15243.240000000002	16030.62	24673.58	19673.39	21414.33	12669.510000000002	10047.59	24247.58
EC:1.1.1.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.88	10384.77	11681.44	38149.7	39754.53	28084.26	22940.34	13332.240000000002	21198.35	11520.17	18024.2	15645.9	16207.67	1427.6	2312.17	2749.67	2697.37	11060.46	3367.4700000000003	5860.860000000001	6411.450000000001	3559.34	3946.07	4364.4	5217.93	5255.8	4199.26
EC:1.1.1.9	0.0	0.0	0.0	0.0	0.0	2.67	0.0	0.0	0.0	0.0	0.0	0.0	16.0	30.5	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0
EC:1.1.1.90	25.0	0.0	106.0	132.0	134.0	74.0	3032.0	1648.0	0.0	27.0	0.0	36.0	398.33	175.32999999999998	84.75	50.0	1606.0	9.0	82.67	0.0	0.0	0.0	29.0	567.0	0.0	1900.0
EC:1.1.1.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.93	5122.0	4894.17	146.0	201.75	62.25	265.67	3927.33	3699.58	5009.89	5096.67	5481.85	5810.530000000001	496.66	1793.41	4129.92	2025.67	1545.17	1975.08	2274.51	1303.42	1983.83	1422.67	403.67	846.58	1434.75	1132.42
EC:1.1.1.94	16187.94	19234.95	38324.37	39977.95	37453.51	26175.68	23823.24	27247.61	16999.65	23660.12	23477.34	22705.370000000003	14200.02	27858.460000000003	11598.57	28237.97	22862.22	22592.47	21479.36	21241.54	28134.59	23898.45	26368.33	17902.24	14411.67	28369.17
EC:1.1.1.95	9510.27	11761.61	13053.37	13703.62	29775.85	5158.35	17020.9	15392.26	13593.14	13682.12	19085.89	13157.28	23208.03	41992.72	14990.0	41126.94	25405.96	22956.63	24334.24	25232.87	30253.92	34717.63	27472.67	26771.84	15398.34	31617.24
EC:1.1.2.3	5173.5	4971.17	63.67	50.42	35.42	1140.34	3934.66	3730.41	5005.31	5133.59	5509.77	5838.530000000001	863.3999999999999	2207.82	4224.92	2044.92	1542.17	1975.08	2345.51	1328.59	1996.83	1422.67	404.92	851.58	1450.75	1132.25
EC:1.1.2.4	0.0	0.0	30.0	23.0	15.0	71.67	0.0	0.0	6.0	0.0	0.0	0.0	248.83	293.5	54.0	37.0	0.0	6.0	61.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
EC:1.1.2.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.2.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.2.8	0.0	0.0	234.0	329.0	96.0	386.0	119.0	30.0	90.0	12.0	26.0	34.0	87.5	183.0	48.0	0.0	0.0	0.0	12.0	0.0	8.0	0.0	1.5	0.0	0.0	0.0
EC:1.1.3.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.3.15	5125.0	4894.17	161.0	202.75	496.42	293.67	3996.83	3734.08	4714.17	4958.0	5266.67	5611.67	1374.58	2699.42	4386.75	2254.24	1590.77	1993.08	2531.5	1457.33	2074.33	1784.41	436.17	977.24	1534.42	1432.58
EC:1.1.3.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	4.5	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.3.21	1502.27	367.94	7242.2	8759.2	2786.26	2412.67	2589.74	2174.3500000000004	502.67	459.2	1162.4	547.6700000000001	27.2	124.02	2053.27	360.17	2066.86	1064.47	4030.06	2166.4500000000003	942.34	1382.0700000000002	252.4	991.53	879.8	514.66
EC:1.1.3.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.3.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.3.46	0.0	0.0	0.0	3.0	4.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	61.0	52.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.3.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.3.48	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	15.0	3.0	8.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.3.6	0.0	0.0	121.0	163.0	46.0	193.0	51.0	15.0	45.0	6.0	13.0	17.0	110.0	92.0	47.0	4.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
EC:1.1.3.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.3.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.5.2	5161.0	4928.67	146.0	191.75	65.25	242.0	3970.83	3727.58	5045.64	5136.42	5521.6	5855.530000000001	581.3299999999999	1829.83	4129.17	2014.42	1542.17	1975.08	2290.84	1303.42	1996.83	1422.67	410.92	841.58	1449.04	1126.42
EC:1.1.5.3	29452.0	32872.18	31064.51	31180.01	26759.68	23919.02	26979.81	31348.81	31110.57	38172.52	37761.08	39207.12	9648.65	27635.8	19770.5	31094.17	20350.17	27063.9	19268.2	21714.36	32168.57	22822.160000000003	26445.300000000003	14948.99	17239.66	28280.340000000004
EC:1.1.5.4	13303.0	16230.67	16742.0	14057.75	1261.25	2618.67	9872.83	18546.58	26192.36	27472.42	33046.45	23509.39	1270.16	4455.91	5163.92	8337.92	4860.17	2436.08	6124.51	5528.42	3900.83	3222.67	898.92	2946.58	5220.25	3231.25
EC:1.1.5.6	10322.0	9857.34	18.0	39.5	16.5	20.0	7809.66	7425.16	9989.28	10260.84	11017.2	11677.06	514.0	3146.66	8210.34	4013.84	3084.34	3950.16	4519.68	2606.84	3967.66	2845.34	787.34	1683.16	2860.5	2258.34
EC:1.1.5.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	617.44	290.0	439.7000000000001	415.72	178.41	169.32999999999998	5.75	6.75	0.0	0.0	17.67	0.0	9.0	0.0	4.25	0.0	18.5	0.0
EC:1.1.9.1	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	24.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.98.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.98.3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.99.1	7774.5	8608.5	5943.5	5125.75	574.25	1481.01	5970.0	8628.25	11998.47	12450.75	14584.1	11605.86	923.32	2933.08	4392.5	4044.75	2584.5	2024.75	3488.17	2717.75	2552.5	1990.0	559.75	1507.25	2649.54	1770.75
EC:1.1.99.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.99.21	0.0	0.0	121.0	163.0	46.0	193.0	51.0	15.0	45.0	6.0	13.0	17.0	17.0	26.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
EC:1.1.99.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.99.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.99.3	0.0	0.0	0.0	0.0	0.0	16.02	0.0	0.0	0.0	0.0	0.0	0.0	246.32	234.66	11.5	0.0	0.0	0.0	59.34	0.0	0.0	0.0	3.0	0.0	5.0	0.0
EC:1.1.99.31	0.0	0.0	0.0	0.0	0.0	2.67	0.0	0.0	0.0	0.0	0.0	0.0	48.0	51.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
EC:1.10.2.2	0.0	0.0	147.0	186.0	61.0	265.34000000000003	66.0	15.0	51.0	6.0	13.0	17.0	474.33	601.25	85.0	55.5	10.0	0.0	73.0	4.0	4.0	0.0	6.5	5.0	2.5	11.5
EC:1.10.3.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.10.3.12	10870.0	15090.0	22022.0	18304.0	1548.0	2956.0	7798.0	19752.0	27758.0	29616.0	36530.0	23268.0	844.0	3512.0	1440.0	8532.0	4420.0	612.0	5232.0	5704.0	2548.0	2400.0	648.0	2804.0	5044.0	2784.0
EC:1.10.3.3	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.10.9.1	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
EC:1.11.1.1	5520.67	6159.34	26946.0	29725.0	22042.660000000003	17856.67	8305.34	10311.35	3612.67	8475.0	5096.0	8353.67	203.0	324.0	1523.67	322.0	6755.66	2399.67	3313.66	3835.0	2265.34	2173.32	3381.0	3119.33	3314.0	2014.66
EC:1.11.1.10	0.0	0.0	274.0	344.0	122.0	472.0	366.0	49.0	419.72	157.0	260.85	241.86	444.0	428.33	120.0	27.0	0.0	2.0	93.0	0.0	21.0	13.17	5.5	30.0	3.0	7.33
EC:1.11.1.15	37418.77	43827.45	75138.24	76107.31999999999	62003.52	47352.52	41170.89	55286.25	45002.15	58698.130000000005	57950.560000000005	55730.12	23211.27	40960.71	21212.25	43774.94	39741.46	67991.29000000001	27103.09	29882.22	88733.57999999999	28902.13	65738.53	29331.84	30782.83	87322.08
EC:1.11.1.19	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.0	46.5	9.0	4.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.11.1.21	5164.0	4928.67	138.0	193.75	58.25	235.67	3974.83	3727.58	5042.64	5136.42	5521.6	5855.530000000001	995.33	2132.33	4226.17	2050.42	1545.17	1977.08	2299.84	1303.42	1991.83	1429.67	411.42	847.58	1450.25	1137.75
EC:1.11.1.5	5173.5	4971.17	159.67	196.42	74.42	1280.34	3970.66	3745.41	4744.59	4994.59	5302.92	5647.67	1429.0800000000002	2729.16	4356.25	2160.5	1624.0	13346.75	2432.34	1450.2600000000002	18708.33	1482.5	6846.84	890.75	2176.58	18969.92
EC:1.11.1.6	10608.5	12516.17	11556.87	9872.62	997.42	3372.67	8299.66	13685.41	19385.03	20106.59	24035.620000000003	17748.39	2533.65	5123.91	5245.0	6473.42	3866.0	13652.75	5346.01	4307.26	20012.83	2676.0	7152.09	2292.75	4708.66	20347.92
EC:1.11.1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.11.1.9	9571.77	9405.78	13134.7	13865.95	3712.01	3892.34	8858.900000000001	12557.76	12682.48	13144.29	16017.5	12371.87	4416.82	5674.41	7309.059999999999	4914.21	4899.3	3300.88	8443.04	4999.54	3911.5	4101.58	5265.24	2869.14	3790.38	2458.35
EC:1.11.2.4	850.27	342.93999999999994	2.0	0.0	2780.26	2396.67	2578.74	2174.3500000000004	502.67	459.2	1162.4	547.6700000000001	95.2	176.43	2078.27	341.0	1180.86	991.47	3574.0600000000004	689.2	835.3399999999999	1155.4900000000002	105.4	617.5300000000001	118.8	35.66
EC:1.12.1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	94.0	0.0	9.0	0.0	0.0	156.0	0.0	0.0	0.0	9.0	0.0	0.0	14.0
EC:1.12.1.3	0.0	121.5	0.0	6.0	22976.0	527.0	4802.0	1146.5	106.5	33.0	440.0	21.0	13364.5	12602.82	4712.0	8288.0	12647.0	55061.82	11580.0	7267.0	76157.0	18465.18	49498.36	7875.5	7734.0	76113.0
EC:1.12.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	6.0	16.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.12.5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	177.5	252.5	46.0	48.0	14.0	0.0	44.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.12.7.2	0.0	0.0	0.0	3.0	167.67000000000002	8.0	43.0	34.0	3.0	6.33	19.67	16.0	803.0	463.5	114.33	153.0	42.0	24.5	185.33	149.66000000000005	251.5	736.49	18.0	230.66	72.67	84.66
EC:1.12.98.1	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
EC:1.12.98.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.12.99.6	20644.0	19734.68	36.0	98.0	33.0	40.0	16366.32	14850.32	18770.68	19941.68	21155.0	22522.68	4079.84	6409.16	16462.68	12511.18	9722.68	31523.82	9096.68	5316.68	42047.82	5880.02	17589.68	8072.32	13442.5	40075.34
EC:1.13.11.1	0.0	0.0	121.0	163.0	50.0	198.34	68.0	15.0	353.72	151.0	232.85	224.86	255.91	346.83	106.75	7.0	0.0	0.0	107.67	0.0	13.0	0.0	5.0	0.0	18.79	2.0
EC:1.13.11.11	0.0	0.0	12.0	11.0	4.0	33.0	13.0	0.0	0.0	0.0	0.0	0.0	353.33000000000004	292.25	68.0	38.0	0.0	2.0	55.0	0.0	0.0	2.0	2.0	2.0	4.5	0.0
EC:1.13.11.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.13.11.15	143.0	127.17	121.0	166.0	46.0	193.0	170.82999999999998	110.33	472.14	292.42	368.6	370.53	48.25	111.58	164.42	87.67	65.67	103.33	115.34	11.67	74.33	32.67	13.67	40.33	63.0	57.67
EC:1.13.11.16	5018.0	4801.5	9.0	19.75	8.25	10.0	3798.0	3617.25	4876.22	4989.0	5372.85	5692.860000000001	238.08	1461.08	3949.5	1917.0	1476.5	1871.75	2145.17	1291.75	1909.5	1390.0	380.0	801.25	1367.25	1068.75
EC:1.13.11.2	6285.27	7887.94	17488.2	17507.53	3571.26	3929.67	6488.74	12050.35	14387.67	15267.2	19427.4	12181.67	806.7	2179.52	2865.27	4628.17	4208.86	1305.47	6693.06	4696.450000000001	2146.34	2533.57	467.4	2337.53	3375.8	1889.66
EC:1.13.11.20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.13.11.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.13.11.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.13.11.27	3.0	0.0	280.0	357.0	107.0	493.34	132.0	30.0	407.72	157.0	245.85	241.86	678.74	622.5799999999999	175.75	46.75	0.0	2.0	105.67	0.0	21.0	7.0	17.75	11.0	25.0	5.0
EC:1.13.11.3	0.0	0.0	284.0	347.0	122.0	469.34	128.0	30.0	719.44	302.0	465.7000000000001	449.72	221.82	301.66	79.5	14.0	0.0	0.0	83.34	0.0	26.0	0.0	10.0	0.0	5.0	0.0
EC:1.13.11.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.13.11.37	0.0	0.0	0.0	3.0	0.0	2.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.13.11.4	5018.0	4801.5	15.0	30.75	12.25	42.67	3800.0	3617.25	4876.22	4989.0	5372.85	5688.860000000001	293.24	1515.5	3967.75	1937.0	1476.5	1871.75	2164.5	1291.75	1907.5	1390.0	380.0	801.25	1367.25	1070.75
EC:1.13.11.41	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.13.11.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
